cohort,gi_desc_bin_1,so_desc_bin_1,sss,sss_desc,sss_desc_bin,fsc,fsc_desc,fsc_desc_bin,fg_surv,id,card_id,arb_id,uo_email_address,campus_email
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5776,5776,5976,5776@coolcats.edu,5776@coolcats.edu
NA,Man,Straight or Heterosexual,1,Bottom Rung,Lower,5,Upper Class,Upper,Continuing-Generation,3146,3146,3346,3146@coolcats.edu,3146@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5002,5002,5202,5002@coolcats.edu,5002@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5893,5893,6093,5893@coolcats.edu,5893@coolcats.edu
NA,NA,Straight or Heterosexual,3,3rd Rung,Lower,4,Upper-Middle Class,Upper,Continuing-Generation,7844,7844,8044,7844@coolcats.edu,7844@coolcats.edu
1920,Woman,NA,7,7th Rung,Middle,5,Upper Class,NA,Continuing-Generation,26445,26445,26645,26445@coolcats.edu,26445@coolcats.edu
1920,NA,NA,8,8th Rung,Upper,NA,NA,Middle,NA,20669,20669,20869,20669@coolcats.edu,20669@coolcats.edu
2223,NA,NA,NA,NA,NA,NA,NA,Middle,NA,17131,17131,17331,17131@coolcats.edu,17131@coolcats.edu
1920,Woman,NA,5,5th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,24914,24914,25114,24914@coolcats.edu,24914@coolcats.edu
2021,NA,NA,NA,NA,NA,NA,NA,Middle,NA,19889,19889,20089,19889@coolcats.edu,19889@coolcats.edu
NA,NA,NA,NA,NA,NA,4,Upper-Middle Class,NA,First-Generation,11694,11694,11894,11694@coolcats.edu,11694@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6956,6956,7156,6956@coolcats.edu,6956@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,9641,9641,9841,9641@coolcats.edu,9641@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11759,11759,11959,11759@coolcats.edu,11759@coolcats.edu
1819,Woman,LGBQ+,9,9th Rung,Upper,NA,NA,Lower,NA,36478,36478,36678,36478@coolcats.edu,36478@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3745,3745,3945,3745@coolcats.edu,3745@coolcats.edu
1920,Woman,NA,8,8th Rung,Upper,NA,NA,Lower,NA,23585,23585,23785,23585@coolcats.edu,23585@coolcats.edu
NA,NA,Straight or Heterosexual,3,3rd Rung,Lower,NA,NA,Upper,Continuing-Generation,10551,10551,10751,10551@coolcats.edu,10551@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,2336,2336,2536,2336@coolcats.edu,2336@coolcats.edu
2122,NA,NA,NA,NA,NA,3,Middle Class,NA,First-Generation,18303,18303,18503,18303@coolcats.edu,18303@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,9673,9673,9873,9673@coolcats.edu,9673@coolcats.edu
2223,NA,NA,NA,NA,NA,NA,NA,Middle,NA,17069,17069,17269,17069@coolcats.edu,17069@coolcats.edu
1920,NA,NA,6,6th Rung,Middle,2,Lower-Middle Class,NA,Continuing-Generation,21710,21710,21910,21710@coolcats.edu,21710@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,8886,8886,9086,8886@coolcats.edu,8886@coolcats.edu
2223,NA,NA,NA,NA,NA,NA,NA,Middle,NA,16998,16998,17198,16998@coolcats.edu,16998@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5453,5453,5653,5453@coolcats.edu,5453@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,9847,9847,10047,9847@coolcats.edu,9847@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,9828,9828,10028,9828@coolcats.edu,9828@coolcats.edu
NA,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,15218,15218,15418,15218@coolcats.edu,15218@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8296,8296,8496,8296@coolcats.edu,8296@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,93,93,293,93@coolcats.edu,93@coolcats.edu
1920,Woman,NA,8,8th Rung,Upper,NA,NA,Lower,NA,23165,23165,23365,23165@coolcats.edu,23165@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,643,643,843,643@coolcats.edu,643@coolcats.edu
1819,Woman,LGBQ+,NA,NA,NA,4,Upper-Middle Class,NA,Continuing-Generation,39580,39580,39780,39580@coolcats.edu,39580@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,1319,1319,1519,1319@coolcats.edu,1319@coolcats.edu
1920,NA,NA,6,6th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,20104,20104,20304,20104@coolcats.edu,20104@coolcats.edu
2021,NA,NA,NA,NA,NA,NA,NA,Middle,NA,19167,19167,19367,19167@coolcats.edu,19167@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8039,8039,8239,8039@coolcats.edu,8039@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,9135,9135,9335,9135@coolcats.edu,9135@coolcats.edu
1920,NA,NA,7,7th Rung,Middle,3,Middle Class,Upper,Continuing-Generation,20073,20073,20273,20073@coolcats.edu,20073@coolcats.edu
1920,Woman,NA,6,6th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,24892,24892,25092,24892@coolcats.edu,24892@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,First-Generation,10049,10049,10249,10049@coolcats.edu,10049@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7132,7132,7332,7132@coolcats.edu,7132@coolcats.edu
1920,NA,NA,8,8th Rung,Upper,NA,NA,Middle,NA,21149,21149,21349,21149@coolcats.edu,21149@coolcats.edu
1819,Woman,NA,NA,NA,NA,3,Middle Class,NA,First-Generation,29556,29556,29756,29556@coolcats.edu,29556@coolcats.edu
1819,Woman,NA,8,8th Rung,Upper,NA,NA,Lower,NA,28976,28976,29176,28976@coolcats.edu,28976@coolcats.edu
1920,Woman,NA,7,7th Rung,Middle,3,Middle Class,NA,Continuing-Generation,23133,23133,23333,23133@coolcats.edu,23133@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5077,5077,5277,5077@coolcats.edu,5077@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,10027,10027,10227,10027@coolcats.edu,10027@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7117,7117,7317,7117@coolcats.edu,7117@coolcats.edu
1920,Woman,NA,6,6th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,22804,22804,23004,22804@coolcats.edu,22804@coolcats.edu
NA,NA,NA,7,7th Rung,Middle,3,Middle Class,Upper,Continuing-Generation,15573,15573,15773,15573@coolcats.edu,15573@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10722,10722,10922,10722@coolcats.edu,10722@coolcats.edu
2021,NA,NA,6,6th Rung,Middle,3,Middle Class,Upper,Continuing-Generation,18885,18885,19085,18885@coolcats.edu,18885@coolcats.edu
NA,NA,Straight or Heterosexual,7,7th Rung,Middle,3,Middle Class,Upper,Continuing-Generation,13005,13005,13205,13005@coolcats.edu,13005@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6657,6657,6857,6657@coolcats.edu,6657@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7384,7384,7584,7384@coolcats.edu,7384@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11796,11796,11996,11796@coolcats.edu,11796@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,First-Generation,11215,11215,11415,11215@coolcats.edu,11215@coolcats.edu
1920,Woman,NA,8,8th Rung,Upper,NA,NA,Lower,NA,25523,25523,25723,25523@coolcats.edu,25523@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,10523,10523,10723,10523@coolcats.edu,10523@coolcats.edu
NA,NA,Straight or Heterosexual,4,4th Rung,Lower,3,Middle Class,Upper,Continuing-Generation,9701,9701,9901,9701@coolcats.edu,9701@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,9315,9315,9515,9315@coolcats.edu,9315@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11275,11275,11475,11275@coolcats.edu,11275@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,11133,11133,11333,11133@coolcats.edu,11133@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,Middle,NA,16160,16160,16360,16160@coolcats.edu,16160@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,14727,14727,14927,14727@coolcats.edu,14727@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,14974,14974,15174,14974@coolcats.edu,14974@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,14231,14231,14431,14231@coolcats.edu,14231@coolcats.edu
1920,Woman,NA,NA,NA,NA,2,Lower-Middle Class,NA,First-Generation,24841,24841,25041,24841@coolcats.edu,24841@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15051,15051,15251,15051@coolcats.edu,15051@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11040,11040,11240,11040@coolcats.edu,11040@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,12574,12574,12774,12574@coolcats.edu,12574@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,8373,8373,8573,8373@coolcats.edu,8373@coolcats.edu
1920,Woman,NA,NA,NA,NA,2,Lower-Middle Class,NA,First-Generation,23665,23665,23865,23665@coolcats.edu,23665@coolcats.edu
NA,NA,Straight or Heterosexual,1,Bottom Rung,Lower,NA,NA,Upper,Continuing-Generation,4740,4740,4940,4740@coolcats.edu,4740@coolcats.edu
2021,NA,NA,NA,NA,NA,NA,NA,Middle,NA,18595,18595,18795,18595@coolcats.edu,18595@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,10887,10887,11087,10887@coolcats.edu,10887@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,13232,13232,13432,13232@coolcats.edu,13232@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4528,4528,4728,4528@coolcats.edu,4528@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15797,15797,15997,15797@coolcats.edu,15797@coolcats.edu
1819,Woman,LGBQ+,NA,NA,NA,2,Lower-Middle Class,NA,First-Generation,33745,33745,33945,33745@coolcats.edu,33745@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4521,4521,4721,4521@coolcats.edu,4521@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,2303,2303,2503,2303@coolcats.edu,2303@coolcats.edu
1920,NA,NA,8,8th Rung,Upper,NA,NA,Middle,NA,20717,20717,20917,20717@coolcats.edu,20717@coolcats.edu
2223,NA,NA,NA,NA,NA,NA,NA,Middle,NA,17270,17270,17470,17270@coolcats.edu,17270@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15787,15787,15987,15787@coolcats.edu,15787@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,14933,14933,15133,14933@coolcats.edu,14933@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4294,4294,4494,4294@coolcats.edu,4294@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10676,10676,10876,10676@coolcats.edu,10676@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,9950,9950,10150,9950@coolcats.edu,9950@coolcats.edu
2122,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,17784,17784,17984,17784@coolcats.edu,17784@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7135,7135,7335,7135@coolcats.edu,7135@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6377,6377,6577,6377@coolcats.edu,6377@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,14841,14841,15041,14841@coolcats.edu,14841@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15692,15692,15892,15692@coolcats.edu,15692@coolcats.edu
2122,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,18393,18393,18593,18393@coolcats.edu,18393@coolcats.edu
NA,NA,Straight or Heterosexual,6,6th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,14199,14199,14399,14199@coolcats.edu,14199@coolcats.edu
1819,Woman,NA,8,8th Rung,Upper,NA,NA,Lower,NA,28668,28668,28868,28668@coolcats.edu,28668@coolcats.edu
NA,NA,NA,NA,NA,NA,2,Lower-Middle Class,NA,First-Generation,14305,14305,14505,14305@coolcats.edu,14305@coolcats.edu
1819,Woman,NA,6,6th Rung,Middle,3,Middle Class,NA,Continuing-Generation,29779,29779,29979,29779@coolcats.edu,29779@coolcats.edu
1920,NA,NA,NA,NA,NA,3,Middle Class,NA,First-Generation,20067,20067,20267,20067@coolcats.edu,20067@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,8337,8337,8537,8337@coolcats.edu,8337@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,13775,13775,13975,13775@coolcats.edu,13775@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7254,7254,7454,7254@coolcats.edu,7254@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,8914,8914,9114,8914@coolcats.edu,8914@coolcats.edu
NA,Man,NA,NA,NA,NA,3,Middle Class,NA,First-Generation,1122,1122,1322,1122@coolcats.edu,1122@coolcats.edu
2223,NA,NA,NA,NA,NA,NA,NA,Middle,NA,16969,16969,17169,16969@coolcats.edu,16969@coolcats.edu
2122,NA,NA,7,7th Rung,Middle,5,Upper Class,Upper,Continuing-Generation,17964,17964,18164,17964@coolcats.edu,17964@coolcats.edu
2122,NA,NA,6,6th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,17885,17885,18085,17885@coolcats.edu,17885@coolcats.edu
1819,Woman,LGBQ+,NA,NA,NA,3,Middle Class,NA,First-Generation,38841,38841,39041,38841@coolcats.edu,38841@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5187,5187,5387,5187@coolcats.edu,5187@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,10904,10904,11104,10904@coolcats.edu,10904@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,2,Lower-Middle Class,NA,First-Generation,12123,12123,12323,12123@coolcats.edu,12123@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,14178,14178,14378,14178@coolcats.edu,14178@coolcats.edu
1819,Woman,LGBQ+,8,8th Rung,Upper,NA,NA,Lower,NA,34178,34178,34378,34178@coolcats.edu,34178@coolcats.edu
1819,Woman,NA,8,8th Rung,Upper,NA,NA,Lower,NA,30041,30041,30241,30041@coolcats.edu,30041@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7638,7638,7838,7638@coolcats.edu,7638@coolcats.edu
1920,Woman,NA,6,6th Rung,Middle,3,Middle Class,NA,Continuing-Generation,24200,24200,24400,24200@coolcats.edu,24200@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,4132,4132,4332,4132@coolcats.edu,4132@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316,7316,7516,7316@coolcats.edu,7316@coolcats.edu
1920,Woman,NA,5,5th Rung,Middle,3,Middle Class,NA,Continuing-Generation,26514,26514,26714,26514@coolcats.edu,26514@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15665,15665,15865,15665@coolcats.edu,15665@coolcats.edu
1819,Woman,LGBQ+,NA,NA,NA,4,Upper-Middle Class,NA,Continuing-Generation,39726,39726,39926,39726@coolcats.edu,39726@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,13321,13321,13521,13321@coolcats.edu,13321@coolcats.edu
1819,Woman,NA,6,6th Rung,Middle,3,Middle Class,NA,Continuing-Generation,31080,31080,31280,31080@coolcats.edu,31080@coolcats.edu
1920,Woman,NA,8,8th Rung,Upper,NA,NA,Lower,NA,25934,25934,26134,25934@coolcats.edu,25934@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,12653,12653,12853,12653@coolcats.edu,12653@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,12886,12886,13086,12886@coolcats.edu,12886@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15352,15352,15552,15352@coolcats.edu,15352@coolcats.edu
1920,Woman,NA,NA,NA,NA,1,Working Class,NA,First-Generation,24443,24443,24643,24443@coolcats.edu,24443@coolcats.edu
1920,Woman,NA,8,8th Rung,Upper,NA,NA,Lower,NA,26665,26665,26865,26665@coolcats.edu,26665@coolcats.edu
NA,NA,NA,NA,NA,NA,2,Lower-Middle Class,NA,First-Generation,15229,15229,15429,15229@coolcats.edu,15229@coolcats.edu
1920,NA,NA,NA,NA,NA,3,Middle Class,NA,First-Generation,21455,21455,21655,21455@coolcats.edu,21455@coolcats.edu
1920,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,20678,20678,20878,20678@coolcats.edu,20678@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,9996,9996,10196,9996@coolcats.edu,9996@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,9693,9693,9893,9693@coolcats.edu,9693@coolcats.edu
2223,NA,NA,7,7th Rung,Middle,1,Working Class,Upper,Continuing-Generation,16555,16555,16755,16555@coolcats.edu,16555@coolcats.edu
1819,Woman,LGBQ+,NA,NA,NA,4,Upper-Middle Class,NA,First-Generation,37988,37988,38188,37988@coolcats.edu,37988@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,9837,9837,10037,9837@coolcats.edu,9837@coolcats.edu
1920,Nonbinary,NA,8,8th Rung,Upper,NA,NA,Middle,NA,21998,21998,22198,21998@coolcats.edu,21998@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,9477,9477,9677,9477@coolcats.edu,9477@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,10484,10484,10684,10484@coolcats.edu,10484@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,13834,13834,14034,13834@coolcats.edu,13834@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,9911,9911,10111,9911@coolcats.edu,9911@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,8467,8467,8667,8467@coolcats.edu,8467@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,8492,8492,8692,8492@coolcats.edu,8492@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6208,6208,6408,6208@coolcats.edu,6208@coolcats.edu
1920,NA,NA,6,6th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,21452,21452,21652,21452@coolcats.edu,21452@coolcats.edu
NA,NA,NA,5,5th Rung,Middle,3,Middle Class,Upper,Continuing-Generation,15207,15207,15407,15207@coolcats.edu,15207@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,15130,15130,15330,15130@coolcats.edu,15130@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3326,3326,3526,3326@coolcats.edu,3326@coolcats.edu
2223,NA,NA,7,7th Rung,Middle,3,Middle Class,Upper,Continuing-Generation,16656,16656,16856,16656@coolcats.edu,16656@coolcats.edu
1617,Woman,LGBQ+,10,Top Rung,Upper,NA,NA,Lower,NA,44543,44543,44743,44543@coolcats.edu,44543@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,15,15,215,15@coolcats.edu,15@coolcats.edu
1920,NA,NA,7,7th Rung,Middle,3,Middle Class,NA,Continuing-Generation,21196,21196,21396,21196@coolcats.edu,21196@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,2367,2367,2567,2367@coolcats.edu,2367@coolcats.edu
1819,Woman,LGBQ+,NA,NA,NA,4,Upper-Middle Class,NA,Continuing-Generation,39469,39469,39669,39469@coolcats.edu,39469@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6885,6885,7085,6885@coolcats.edu,6885@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7051,7051,7251,7051@coolcats.edu,7051@coolcats.edu
1819,Woman,LGBQ+,NA,NA,NA,NA,NA,NA,NA,37478,37478,37678,37478@coolcats.edu,37478@coolcats.edu
1819,Woman,LGBQ+,9,9th Rung,Upper,NA,NA,Lower,NA,35615,35615,35815,35615@coolcats.edu,35615@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4788,4788,4988,4788@coolcats.edu,4788@coolcats.edu
1920,Nonbinary,NA,7,7th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,21814,21814,22014,21814@coolcats.edu,21814@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,11107,11107,11307,11107@coolcats.edu,11107@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,8582,8582,8782,8582@coolcats.edu,8582@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5205,5205,5405,5205@coolcats.edu,5205@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,9061,9061,9261,9061@coolcats.edu,9061@coolcats.edu
NA,NA,NA,NA,NA,NA,1,Working Class,NA,First-Generation,15376,15376,15576,15376@coolcats.edu,15376@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,11147,11147,11347,11147@coolcats.edu,11147@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,9621,9621,9821,9621@coolcats.edu,9621@coolcats.edu
1920,Woman,NA,9,9th Rung,Upper,NA,NA,Middle,NA,22205,22205,22405,22205@coolcats.edu,22205@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3617,3617,3817,3617@coolcats.edu,3617@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10461,10461,10661,10461@coolcats.edu,10461@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3340,3340,3540,3340@coolcats.edu,3340@coolcats.edu
1920,NA,NA,8,8th Rung,Upper,NA,NA,Middle,NA,21416,21416,21616,21416@coolcats.edu,21416@coolcats.edu
2021,NA,NA,5,5th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,19479,19479,19679,19479@coolcats.edu,19479@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6236,6236,6436,6236@coolcats.edu,6236@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,10353,10353,10553,10353@coolcats.edu,10353@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8150,8150,8350,8150@coolcats.edu,8150@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,9834,9834,10034,9834@coolcats.edu,9834@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,10455,10455,10655,10455@coolcats.edu,10455@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,2,Lower-Middle Class,NA,First-Generation,12436,12436,12636,12436@coolcats.edu,12436@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,8915,8915,9115,8915@coolcats.edu,8915@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,8611,8611,8811,8611@coolcats.edu,8611@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,1224,1224,1424,1224@coolcats.edu,1224@coolcats.edu
NA,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,16247,16247,16447,16247@coolcats.edu,16247@coolcats.edu
1819,Woman,NA,5,5th Rung,Middle,3,Middle Class,NA,Continuing-Generation,29938,29938,30138,29938@coolcats.edu,29938@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5925,5925,6125,5925@coolcats.edu,5925@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,14716,14716,14916,14716@coolcats.edu,14716@coolcats.edu
1819,Woman,LGBQ+,NA,NA,NA,4,Upper-Middle Class,NA,Continuing-Generation,40427,40427,40627,40427@coolcats.edu,40427@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10564,10564,10764,10564@coolcats.edu,10564@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,10314,10314,10514,10314@coolcats.edu,10314@coolcats.edu
1718,Woman,LGBQ+,NA,NA,NA,3,Middle Class,NA,Continuing-Generation,41706,41706,41906,41706@coolcats.edu,41706@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7871,7871,8071,7871@coolcats.edu,7871@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15531,15531,15731,15531@coolcats.edu,15531@coolcats.edu
NA,NA,Straight or Heterosexual,7,7th Rung,Middle,3,Middle Class,Upper,Continuing-Generation,14387,14387,14587,14387@coolcats.edu,14387@coolcats.edu
1819,Woman,LGBQ+,NA,NA,NA,1,Working Class,NA,First-Generation,39496,39496,39696,39496@coolcats.edu,39496@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5047,5047,5247,5047@coolcats.edu,5047@coolcats.edu
1819,Woman,LGBQ+,8,8th Rung,Upper,NA,NA,Lower,NA,32724,32724,32924,32724@coolcats.edu,32724@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,1021,1021,1221,1021@coolcats.edu,1021@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9317,9317,9517,9317@coolcats.edu,9317@coolcats.edu
NA,NA,NA,6,6th Rung,Middle,1,Working Class,Upper,Continuing-Generation,12567,12567,12767,12567@coolcats.edu,12567@coolcats.edu
1920,Woman,NA,5,5th Rung,Middle,3,Middle Class,NA,Continuing-Generation,26048,26048,26248,26048@coolcats.edu,26048@coolcats.edu
NA,NA,Straight or Heterosexual,4,4th Rung,Lower,NA,NA,Upper,Continuing-Generation,9241,9241,9441,9241@coolcats.edu,9241@coolcats.edu
